,Insult,Date,Comment
1699,0,,"""Is anyone else here TOTALLY outraged by the ""nanny state"" telling us everything we can and can\\'t do, besides myself?\\xc2\\xa0 We, the taxpaying citizenry, actually had to pay these socialist/progressive/communistic/marxist ass-wipe-idiots to conduct this ridiculous study!!!\\xc2\\xa0 How about they spend the money more correctly by investigating all of the corrupt and fraudulent voting practices of the demo-libu-tards???"""
1709,0,20120529141936Z,"""Barry ---\nYou are absolutely RIGHT ON!!"""
1719,0,20120527204726Z,"""@JenBroflovski okay the delorean is broken anyway"""
1729,0,20120619042721Z,"""If he's calling some bitch ""his girl,"" he doesn't deserve you. Save yourself for someone who sees past the superficial. You deserve a man who will treat you as his one and only, not just another girl. And be worth it! Be the girlfriend a true man deserves. :) You'll win in the end."""
1739,1,20120612002235Z,"""Another idi0t who did not RTFA."""
1749,0,20120620123321Z,"""He goes on all the sites and spews hatred and tosses out challenges."""
1759,0,20120514051325Z,"""because you are a hater"""
1769,0,20120529160237Z,"""It would fuck itself SO HARD."""
1779,0,,"""hey media matters spin this...... the democrats under dear leader harr reid havent passed a budget in 1022 days exactly . the clueless white house budget director tried (rather pathetically i might add...)\\xc2\\xa0to blame it on the REPUBLICANS? he\\xc2\\xa0says its because they need a 60 vote super majority\\xc2\\xa0which they dont...they just need a simple majority....WHICH THE\\xc2\\xa0""DO NOTHING DEMOCRAT CONGRESS"" HAS HAD FOR THE LAST 1022 days. so what is the excuse? Because they dont want to have to force their vulnerable members seeking re-election to have to vote on a budget that should offend hard working taxpayers. and if they dont have a budget printed out then its easier to blow that budget out of the water without taking the heat they deserve. its time the people that owned the white house , the senate and the house for the first 2 WHOLE YEARS of this idiots administration to own up to the mess they ""created or saved""\\xc2\\xa0\\xc2\\xa0"""
1789,0,,"""City\\n\\nChelsea\\n\\nUnited\\n\\nArsenal\\n\\nLiverpool\\n\\nTottenham\\n\\nNewcastle\\n\\nEverton\\n\\nFulham"""
1799,0,,"""Worthless scumbag.\\xc2\\xa0 You think he didn't threaten to hurt that baby in the middle of all that.\\xc2\\xa0 Should never see the light of day..but of course he'll be out of jail in 3 years to rape again"""
1809,0,20120529152623Z,"""Unions don't cheat, management does. As well as politicians. Wisconsin sees that now."""
1819,0,,"""well, I sure ain't for the intruder!\\xc2\\xa0 but some more liberal fella might want to discuss terms - like you can have my money, don't hurt me.\\xc2\\xa0 or, get out of my house or I'll blow you away.\\xc2\\xa0 personally, I don't believe in negotiating with vermin."""
1829,0,20120619023308Z,"""Only her palms and the bottom of her feet are White!"""
1839,0,20120530083140Z,"""How are the Dodgers a One Man Show? Kemp didn't play 15 games and they still kept on winning"""
1849,0,20120618233105Z,"""I would totally agree. Fuck motion gaming, achievements are where it's at."""
1859,1,20120320200841Z,"""We're talking about Murder here, Racist a s s hole."""
1869,0,,"""What Fox needs to do is hire some ex Nav/Marine/Army boys and post em up in their employee's yards, let the libs come, I gaurentee the biggest ass kickin those yellow winney's ever got.... This is the problem with the United States, gone are the days when you could give an idiot a smack in the face, Now you haveta knock em out and hittem so hard they have no recollection who they are or where they're from!!!!!!!!!!!!!!!!!!"""
1879,1,20120320150619Z,"""You poor, hopeless moron...you still fall for this shit?\nMust suck to be you."""
1889,0,20120528193434Z,"""Harden got schooled by a 34 year old bald man."""
1899,0,,"""I have not found one right wing fanatic in 3 kids in public schooll system in 12 years each.\\xc2\\xa0 Not to mention the ""parents"" who man the property increase table for the ""final"" time every time. We need money for our buses or the buses wont run - then the tax is approved ""again"" and yet the buses wont run. Then next voting block - uh you are not going to have a fire dept, teachers, blah blah blah so lets give them all a raise that 75% cannot afford. so we lose our homes they get a raise - perfectly fair. I really think everyone needs to suck it up - no wonder they are worried about turkey sandwiches. God my parents would have been on prison for the Bologna spread that they ground up every week. But then again - we had to walk home we did not have a ""car pool"" taking us from step to step. My dad made milk from 1 gal add enough powdered milk to make 3 gals. Add to corn flakes = child abuse."""
1909,0,20120528025052Z,"""Och alla barn \xe4r lika och fungerar p\xe5 precis samma s\xe4tt och alla saknar grundl\xe4ggande konsekvenst\xe4nkande eh?\n\nOm barn ges r\xf6str\xe4tt b\xf6r man rimligtvis antaga att merparten inte kommer utnyttja denna. Precis som hos den vuxna befolkningen."""
1919,1,20120619222318Z,"""Some of you must think our enemies are as gullible as you are. \xa0Nothing interesting here. \xa0Move on."""
1929,0,20120619222805Z,"""and with the heat index it is even hotter.."""
1939,0,20120530013101Z,"""Bench him, then his bat cools and he'll hit around .200 once he gets some playing time"""
1949,0,20120612140000Z,"""It sure is.\xa0 I'm a coal fire man."""
1959,1,20120529105937Z,"""You're analysis is exceptionally American. And by that I mean it's entirely grounded in fact-challenged star-spangled retardation- entirely voluntary in nature."""
1969,0,20120515155110Z,"""That looked like you at first glance!"""
1979,1,20120610051913Z,"""You're terrible and you've got 28 dislikes. Look's like you're an idiot just like IGN(orant)"""
1989,0,20120610112934Z,"""Thank you, Tania! Really appreciate your comment and you stopping by... Will definitely get back to a more regular blogging schedule as soon as my exams are over... Take care! =)"""
1999,1,,"""\\xc2\\xa0You'll find that the majority of individuals posting here are of the opinion that republicans/plutocrats by-and-large pick and choose which laws hold value. It's likely only those laws that control someone else's behavior.\\n\\nIn your vernacular go fuck yourself and clean the slime you leave all the way back to Fucks News asshole."""
2009,0,20120611182846Z,"""More than half of living Medal of Honor Recipients have endorsed Romney"""
2019,0,20120529233614Z,"""Ya and feed him more chocolate"""
2029,1,20120320183157Z,"""@Hoss \xa0\xa0@JenBroflovski\xa0fuck you you old fuck, the real john mclain.\n\xa0\nthe real one from die hard"""
2039,0,20120612114628Z,"""really?\nsince when has it become cool to defend him?"""
2049,1,,"""Don't you get tennis elbow from jacking off as much as you do? """
2059,0,20120609195443Z,"""The boys at Epic Mealtime must be proud."""
2069,0,20120620023823Z,"""Truthincaps for you to understand.\xa0 Just a second, doctor, a patient for you in Gaza."""
2079,0,20120610143015Z,"""It probably was a white guy high on drugs who looked Asian with his eyes half way\xa0closed."""
2089,1,20120527175509Z,"""Substantiate your slur....or should we talk about the bi-sek'sual in the WH?\xa0 Don't you think the name Larry Sinclair should be included in your internet 'whispering' campaign?"""
2099,0,20120619042319Z,"""I will buy one of these thing today. they look so fucking awesome. They better not fuck with the Version and just keep ONE."""
2109,0,20120529172417Z,"""One thing I've learned in 3+years. People that make childish plays on Obama's name or call him things such as the Messiah are really pea-brains."""
2119,1,20120619163844Z,"""YOU STUPID SHIT! STOP SPAMMING! DELETE HIS PROFILE!!!"""
2129,0,20120527211639Z,"""I love Cam Newton's upside, and think he'll be an All-Pro caliber QB, but 21 TD's and 17 Interceptions and NFL Network has him as the 10th best Heisman Winner to play in The NFL.  Tebow was also on that list.  ESPN had a problem with Tebow but never mentioned how stupid it was that a guy who had a ""decent"" year throwing the ball, for a bad team is suddenly on a list that Tim Brown is not on.  I'm so tired of ESPN hyping things up and blowing them way out of proportion, for better or worse."""
2139,1,20120528231302Z,"""Jeff Bootstraps Fisher\n\n\nis a troll.\n\n\nanyone feel free to add to what you think of him."""
2149,0,20120530113127Z,"""You really are a funny guy!"""
2159,0,20120611171315Z,"""In my opinion, the odds are that, prompted by Tel Aviv, the NeoCons, and Christian fundamentalists in the Pentagon, a Romney Administration will attack Iran and commence a hundred year global religious war which everyone will lose.\n\nRegional alliances, constant combat, and widespread poverty will not be unlike the conditions described by George Orwell in his book, ""1984."""""
2169,0,,"""she is in love with a coward just like Eva Braun was"""
2179,0,20120619185347Z,"""While it is normally hard to rejoin a serialized drama once you stop watching, nothing ever happened on this show. While it had a great cast and a refreshing atmosphere, this show was so slow that at times I thought it might be moving backwards. Two seasons could have easily been one. The episode is a day in the investigation idea was probably the shows biggest error."""
2189,1,20120529204450Z,"""What are you guys smoking?"""
2199,0,20120530134818Z,"""You are playing right into it's game.  Ignore the vegemite and it will go away."""
2209,1,20120610221219Z,"""shut up idiot go back to listening your chunti music\nmy parents are entrepreneurs who make millions a year\nmy rooms costs more than all of your families homes\noh wait, they do not own anything!!"""
2219,0,20120610114819Z,"""Remove your white hood so we can see your face, Bubba!"""
2229,1,20120609180412Z,"""Yeah life a programmer behind the keyboard do me a favor no really I really need you to do me a favor alot of people think diffent than you do but since you want to come out your face tough computer screen guy do me a favor and suck my dick ok no beat it cock sucker.\n\nDoc"""
2239,0,20120620140642Z,"""You're missing the point of the post, Chester.\xa0 I am not claiming to be a manager; I am just pointing out that it's premature for Hodgson to say his critics are all wrong as if we've sussed it. We haven't."""
2249,0,,"""Kevin: And Alessandra, being a pedophile is not a form of normal sexuality.\\xc2\\xa0 \\nPlenty of heterosexuals are pedophiles.\\xc2\\xa0 pedophilia, like rape, is about\\n power not sex. \\n========================================================\\nKevin, look up the word sexuality, because if you think it does not relate to different sexual dynamics, you are completely mistaken about its meaning. Pedophilia is a deformed and dysfunctional kind of sexuality. Moreover, every sexuality and relationship dynamics involves power issues. You are just blind to this most basic fact that every human relationship has power issues at its core.\\n\\n\\xc2\\xa0It\\'s obvious you come from a very mediocre public school to believe a stupid irrational statement such as your last one is actually smart (\\xc2\\xa0 ""pedophilia, like rape, is about\\n power not sex"" ). \\n\\nLiberals like you just don\\'t want to face how many sexually deformed people there are in society.\\n"""
2259,0,,"""\\xc2\\xa0Are you serious?\\xc2\\xa0 Breaking and entering, assault and battery, rape.\\xc2\\xa0 Endangering an infant.\\xc2\\xa0 That guy should be put away for good."""
2269,0,,"""Ron Paul isn\\'t looking to ""win"" the nomination.\\xc2\\xa0 He is trying to get enough delegates so that he can gain a seat on and have some influence over the GOP platform committee.\\xc2\\xa0 Like his supporters, he would like to see his budget plan adopted as the GOP budget plan.\\xc2\\xa0 It will save $1 trillion in the first year alone and pay our debt off in less than a decade instead of the centuries the status quo parties want. He wants the NDAA repealed, which will return our 4th, 5th, and 10th Amendment rights to ALL Americans.\\xc2\\xa0 He wants the failing unConstitutional departments and agencies phased out and the power of those agencies and departments returned to the states where they rightfully belong.\\xc2\\xa0 Not only do those states already have duplicates of those departments\\xc2\\xa0and agencies up and running, they had them before the feds ever stuck their noses into the\\xc2\\xa0business the Constitution\\xc2\\xa0clearly states belongs to the states, but the state run departments and agencies were not only successful, they are far cheaper to run.\\xc2\\xa0 Ron Paul also believes that the number one job of the federal government is to provide the military protection\\xc2\\xa0for common defense of all the states.\\xc2\\xa0 He would like to see military pay raised so that a large section of the non-com\\xc2\\xa0personnel don\\'t fall in the category of qualifying for food stamps and welfare, but aren\\'t allowed to receive it because they are ""government personnel.""\\xc2\\xa0 He wants our weapons and technology brought up to and maintained as the best in the world.\\xc2\\xa0 He believes that congress must DECLARE war before our military can be sent into harm\\'s way, instead of having some idiot like odumbo go to the UN to get their blessing to blow billions on an unConstitutional w a r - Libya.\\xc2\\xa0 He want the US out of the UN and the UN out of the US.\\xc2\\xa0 The UN is more corrupt than Chicago politics and costs\\xc2\\xa0American taxpayers even more.\\xc2\\xa0 The\\xc2\\xa0Un is the most anti American organization in the world.\\xc2\\xa0 The billions of $$$\\'s\\xc2\\xa0we send them every year go straight into the pockets of the corrupt diplomats and the dictators who send them to the UN.\\xc2\\xa0\\xc2\\xa0That is what Ron Paul is hoping to achieve with his candidacy.\\xc2\\xa0 Why don\\'t you do a little research on Ron Paul instead of swallowing the status quo parties\\' BS lies they\\'ve been spewing.\\xc2\\xa0\\xc2\\xa0"""
2279,1,20120320205908Z,"""YO MORON,&nbsp; GET YOUR POPPY COCK BACK TO BED, ITS 330 IN THE MORNING , NOBODY WITH ANY INTELLIGENCE IS GONNA SIT HERE AT 3 AM AND LISTEN TO YOU WHINE WHILE SMOKING YOUR CRACK AND LICKING POSTAGE STAMPS WITH DEAD DRUG ADDICTS ON THEM WHILE YOU LOSE ANOTHER 3.2 BILLION THIS MONTH,&nbsp; GET A LIFE OR JUST ADMIT THAT YOU ARE DENYING A VILLAGE SOMEWHERE OF AN IDIOT.&nbsp; BRILLIANT!"""
2289,1,,"""bitch stfu u fuckin clown\\n"""
2299,1,20120502053501Z,"""Its kind of frightening knowing dbags like you exist."""
2309,0,,"""i think liam you should watch pat condell and maybe learn abit more about this faith......................."""
2319,1,20120620175856Z,"""atm55....your words are those truly of an ignorant person"""
2329,0,,"""So they refuse to retract a letter- based on a lie- from the guy they hate- for lying to the American people? That is disturbing, dishonest, sleazy behavior on the part of Judson Phillips and is one reason I don't personally call myself a Tea Party member. If they keep this up, they will be a bigger joke to the left then ever and sadly a smear on conservatives values."""
2339,0,,"""@dale0987654321 @TinaDexler NUMBER FIFTEEN, LOL"""
2349,0,20120515161425Z,"""then you are a Thief Justice apologist Pabaon General !"""
2359,0,20120515221827Z,"""Please let us know who is logged on and where you are viewing from."""
2369,0,20120619002815Z,"""@JonKlimasIsNOT_A_BRONY\xa0\xa0@JenBroflovski\xa0\xa0@SaintMarty\xa0Deal! \xa0Wait....... damn."""
2379,0,,"""@Lost Ones @Old Man Game Don't get me wrong, I like THE Reggie Jackson, but just think if we had Maynor manning the second unit?  Our starters get a lead, then the the second unit makes it grow. I think that will start to happen later in the year, but Jackson is getting his feet wet. Anyone else but me think Jackson plays a lot like RW did his rookie year? Out of control, super athletic and is able to use that athleticism to make up for being out of position sometimes."""
2389,1,20120620020830Z,"""Please don't you are an idiot"""
2399,1,20120612013756Z,"""dan_amd\n\n\n\n\nYou have realy no clue on every single idiotic comment of all your posts.\nWE ALL DON'T enjoy your stupid PRO AMD B:U:L:L:S:H:I:T ignorance.\nPlease crawl back then in the fat ass of your gay loving buddy charlie\ndemerjian semiinaccurate and try to find the light inside - U stupid FAG!\n\n\n\n\nWE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!"""
2409,0,,"""@lastminutemandy I think hallucinations could make for a very interesting feb of writing for you!"""
2419,1,20120619210519Z,"""Go suck gay boy Brocks filthy-cock."""
2429,0,,"""Well, it will be hard for Iran to claim Israel is responsible for one of these attacks. The purpetrator blow himself up and was cooperative enough to bring his passport to prove he is Iranian. These countries, especially India should rethink their relationship with Iran and cooperate with the sanctions. Buying oil from a state that sponsors terrorism will only lead to more problems for all. It does prove to anyone objective person or nation who had any doubts previously that the Iranian Regime is engaged in lies and deception, both in their involvement in terrorism and concerning their Nuclear Program."""
2439,0,20120528134646Z,"""You are different, in a good way!"""
2449,0,,"""My mother-in-law is on the loose again. She loves wallabies!"""
2459,0,,"""Panetta is kissing Obamas ass,he'll do what ever this loser President tells him to do,Obama is trying to destroy America,cutting back on defence is a good way to have our enemys attack us,he wants to save some money so he can spend it on radical programs he has dreamed up ,like forcing Catholics to go against their faith,and now he says it's over,no more debate,like he's the King of America and want he says is law,he thinks all Americans are stupid,he's the only one who knows how to\\xc2\\xa0help us,but there's an election coming up and it looks bad for B.O.if the voters don't get this joker out of office we're doomed as a nation."""
2469,0,,"""i\\'m directing this comment only to the my fellow chelsea supporters.\\n\\ni for once agree with AVB. I think he should be strict with these big name players. If you are manager of this team you need to be strict. Avram Grant was too soft. Scolari too soft. Ancelotti in his 2nd year too soft. Are they still our manager... no. By time we have a manager that does things his own way and not play to their tune. At least he can (if he is sacked) say he did things his way, unlike the other scared managers afraid to touch drogba, anelka, lampard and Terry. Too long have these ""big personality"" players rule Chelsea. Remember in the 3rd season of Jose\\'s reign when we lost the league to untd, early that season Drogba wanted to leave as he was sulking most of the champions previous 2 years and after Jose left, he sulked even more causing lot of negativity in the camp. OH and remember the champs final the sent off AND ANELKA\\'S MISSED PENALTY????? then the next year Scolari became manager he sulked even more and caused again negativity in the team. my point is when he doesn\\'t sulk we win things. Players like Drogba, Malouda, Anelka, Lampard and Terry get paid lots of money per week to be professional and to give their best. CLEARLY AND THEIR SHOULD BE NO ARGUAMENTS FROM CHELSEA SUPPORTERS WHEN I SAY NONE OF THESE PLAYERS THIS YEAR ARE PERFORMING WELL ENOUGH TO BE IN 1ST TEAM YET THEY ARE DEMANDING FIRST TEAM ACTION. MALOUDA IS A WAISTE OF TIME, MONEY AND A PLACE IN THE TEAM. If this was Sir Alex instead of AVB then Man untd fans would have supported him, i\\'m asking, can we not do the same with AVB. I\\'m a big fan of Jose, but i think AVB is perfect for Chelsea as soon as the older players leave in the summer we will see the true CHELSEA.. We are set to buy Willian, Hazard, Christensen and Neymar. Players such as Paizon coming through next season. IMAGINE THE FOLLOWING SQUAD FOR NEXT SEASON.\\n\\n                                      TORRES - STURRIDGE- NEYMAR\\n\\nMATA  -  ESSIEN- ROMEU -   RAMIREZ - PAIZON -MEIRELES -  HAZARD WILLIAN\\n\\n                                     COLE- CAHILL-TERRY-LUIZ-IVANOVIC\\n\\n                                                           CECH\\n\\ncome on i know you are smiling as a chelsea fan and i know you are worried as a non chelsea fan. GO AVB!!!!!!"""
2479,1,20120619124708Z,"""You`re a sad excuse for a human being."""
2489,0,20120610060111Z,"""Have you had this yourself?"""
2499,0,20120530132337Z,"""Campbell, I urge you to stop cutting. One little relapse does not mean that you failed. Put the razors in the trash and haul the trash out to the curb until it gets picked up. You are better than that. Please get the support you need and deserve from CT or whoever you are comfortable with. And know that you have support here and are welcome to email me privately any time if you want to discuss things less publicly. Get healthy and then get out of the house to do something that is productive so that you'll feel better and have more self-worth. Whether that is looking for another job, walking the dogs, going to lunch with someone or volunteering - getting out and doing something is a great way to free your mind in a healthy way."""
2509,1,20120620150142Z,"""LOL!!!! Read the ENTIRE paper REIDtard. Typical poorly educated LIBIDIOT."""
2519,0,20120620170959Z,"""many he was pretty good at first all last year. he does not have to make many throws from first. and thats his weak point. he was great at catching the ball. which is the main job at first."""
2529,0,20120620021706Z,"""OMG!  SO FUCKING STOKED!"""
2539,0,20120527195236Z,"""You and your wife never cried when your first child arrived then?"""
2549,0,20120619144942Z,"""Good for you. I hope you realize that we here in BC do not miss you. You should consider making where ever you are your permament home."""
2559,0,20120529003302Z,"""Ummmm... the Heat run sets on offense, what are you talking about?  They suck donkey balls in the halfcourt when they don't."""
2569,0,20120530140057Z,"""Mitt: I created 100,000 jobs.\n\nMitt: I created thousands of jobs.\n\nMitt: I created a net-plus in jobs."""
2579,0,20120528192009Z,"""Spot on!  The whole thing hangs on perpetuating human fear of death.  Without that, there is no need for any of the superstitions, mumbojumbo, or christcult b/s."""
2589,1,20120609210416Z,"""That girl kinda look cock eye'd but its ok I'd fuck her till that shit turnt straight"""
2599,0,20120610153915Z,"""""So we are saying the same thing?\xa0 I'm just saying the wealthy can pay \ntaxes, and at a higher marginal rate, that's all.\xa0 It is redistribution \nof wealth, just as it is redistribution of wealth when you and I pay \nfederal taxes in NH and NH gets less back than its residents pay in \ntaxes,whereas poor righwing redneck southerners get more back than they \npay in because they are less productive than us and less healthy than \nus.""\n\nYou want a FAIR tax system? Try my idea;\n\nA FLAT 18% income tax on individuals and corporations. NO DEDUCTIONS, LOOPHOLES, etc.\nINDIVIDUALS:\nGet a generous $10K personal exemption per taxpayer, and $5K per dependent. THATS IT! \n\nSo fam. of 4, both parents work, $50K income, exempt $30K, pay 18% on remaining $20K, for a tax bill of $3,600 or an EFFECTIVE tax rate of 7.2%\n\nSo fam. of 4, both parents work, $150K income, exempt $30K, pay 18% on \nremaining $120K, for a tax bill of $21,600 or an EFFECTIVE tax rate of 14.4%\n\nSo fam. of 3, Dad only works, $1M income, exempt $20K, pay 18% on \nremaining $980K, for a tax bill of $176,400 or an EFFECTIVE tax rate of 17.64%\n\nCORPORATIONS:\nPay 18% of net operating income. They get to exempt ONLY the direct costs of production.\n\nThe best part is this plan is REVENUE NEUTRAL INCLUDING FICA TAXES!"""
2609,0,,"""The battle cry of the believer is, ""In God we trust"".\\nGod is not of two minds, his marching orders are set out in the Bible.\\xc2\\xa0 Yes, people are more ""liberal"" today than they were 20 years ago.\\xc2\\xa0 My own personal odyssey from liberal to conservative goes against the tide and I believe things will get worse before they get better.\\xc2\\xa0 I don\\'t care what atheists think about me.\\nLike the secular humanist today, I was completely naive about Islam until the Islamic revolution in Iran (1979) and reports began to filter down to the general public about the arrests, torture and execution of those on the left who supported the regime.\\nThere is only one Spirit of Truth.\\nFalse prophets and religions deceive the people time-and-time again but I believe in the Jesus Christ of the Bible not man.\\nAcross America there are millions of people who believe in God and will not accept the foolish laws of man.\\nHomosexuality, abortion, pornography are crimes.\\nAnd the biggest criminal of all is the so-called president of the USA, Barack Hussein Obama.\\nHe is not a natural born citizen (Vattel\\'s Law of Nations, 1758) because the Supreme Court has clearly defined a natural born citizen to be a citizen with two American parents.\\xc2\\xa0 Therefore he is not eligible to be president - and the entire political and judicial system can ignore the truth but it does not matter to me.\\nGod bless America - and pass the ammunition.\\nAs Patrick Henry said, ""Give me liberty or give me death!""\\nThe liberal corporate elite that rules America is plain old fascism - the whore of Satan - but the faithful church is the bride of Christ.\\nWe shall never surrender!"""
2619,0,20120611215101Z,"""Apple products=computer stuff for people too stooopid to use PC and Android"""
2629,1,20120527213558Z,"""you sound like rain man."""
2639,0,20120515234139Z,"""You can't recover from being crap."""
2649,1,20120528222848Z,"""What a smug basket you are."""
2659,0,20120527194338Z,"""Armando pitches a 1-2-3- inning."""
2669,0,20120619030345Z,"""You are correct, one must purchase the mlb\npackage, bummer."""
2679,0,20120529130041Z,"""He has already done this over 2,500 times, to over 40 people, ""Wheelman"". \xa0 EACH AND EVERY TIME, it is both illegal and against the site's Terms and Conditions.\n\nThis site does not exist as his toilet bowl."""
2689,1,20120515172035Z,"""I'm going to break my own policy of not replying to idiots just this once to tell you what a minimum of reading comprehension should have already told you: The multiple user names reference was to ltdgovt who starting creating a bunch of new ones after claiming to have been banned which never happened as far as I can tell. If it had, creating new user names wouldn't help. As far as whatever your deal is, I don't really give a shit, you whiny little bitch."""
2699,0,,"""<strong>Assuming something only makes an ass out of u & me:  (watch complete video:)\\n\\nPeople Who Annoy You:\\n\\nhttp://www.youtube.com/watch?v=TvULaoH2WoU&feature=related</strong>"""
2709,0,20120619100253Z,"""I don't know how to break this to you, but you are in for a period of disappointment."""
2719,1,20120610152351Z,"""What a dumbgeister it is F for FAILURE all your distorted life if lies"""
2729,0,20120530083545Z,"""And, as usual, you're blaming the wrong person. I'm just a voter and have nothing with the decisions that any politician makes regardless of party affiliation."""
2739,0,,"""I like the way the government poured pig fat on the injured Iranian that didnt quite blow himself to he ll! """
2749,1,20120320194000Z,"""LIZZARONNA\xa0\nNot only does your ignorance shine through per your ignorant comments , but you can't spell or form a sentence , pathetic loser !"""
2759,1,20120320190724Z,"""YOU SHUT YOUR WHORE MOUTH! YOU SHUT IT RIGHT NOW! YOU'RE GIVING HIM IDEAS, GODDAMMIT!"""
2769,1,20120620134521Z,"""Leave it to a moron to dump smoldering embers into a trash bin next to a house"""
2779,1,,"""White people invented taco bell you ignorant fuck, you dumb as this nigger in the video. And I aint no fucking wetback, wetbacks are mexicans who swam across the border i was born and raised in san jose california so fuck you and by the way i like peanut butter and cell phones so stick a burrito up your ass im sure thats the only way YOU can enjoy it"""
2789,0,20120612135524Z,"""Because the person is full of shit and has no one to talk to. Trying to stir shit. No one gives a shit about Perry anymore. He's in jail and on his way to prison where he will be squealing like a pig when Bubba gets a hold of him."""
2799,0,20120612121620Z,"""Excellent comments, my thoughts entirely."""
2809,1,20120515150129Z,"""You're a fu cking idiot.\xa0 You don't even know what the word 'smart' means."""
2819,0,20120620170731Z,"""I don't understand your comment. I don't know who Barack Hussein Kardashian is. US Congress and President are the Feds that I was referring to, so no, I didn't forget them. If you are implying that Obama is owned by corporate lobbyists...DUH."""
2829,0,,"""EXACTLY WHY IS SHE A CELEB"""
2839,0,20120609235023Z,"""I must admit I'm totally speechless. One of the all time classics!!! Truly enigmatic. I am absolutely star struck! Wow. You hit it on the head Rob.I feel likes itting back and trying to understand the depths of what I just heard. Incredible!!!"""
2849,0,20120611235129Z,"""Hey Libturd...You and your kind HATE our flag and all it represents. How dare you use that name and flag symbol ! You want to see Radicals ???? Go to The White House and look around. Nothing BUT radicals from wall to wall,"""
2859,0,,"""All because of his stance on abortion??  And maybe women??\\n\\nSeriously, I despise that man.  He will get his ass kicked"""
2869,0,20120610033302Z,"""Holder appoints two prosecutors to find the leaks is a joke,isn't it?? \xa0 I don't know the backgrounds of either man, but I bet they will run into the same stonewalling that Rep. Issa and others\xa0 have encountered with Holder. He is adept at sidestepping the Chicago way!"""
2879,1,20120529221153Z,"""Ah. \xa0You're one of *those* guys (self-flagellating\xa0alt-tech guy)."""
2889,0,20120528180247Z,"""Hi Mary....loving this weather!  unfortunately can't go far....it figures."""
2899,1,20120610023331Z,"""rec just shut your mouth with your neo-nazism. you are just a weak minded social reject compelled to strong leaders like hitler because you cant fend for yourself."""
2909,1,20120502202704Z,"""I'm a butch woman: won't you come try and whoop my ass you weak ass sniffling  little troll???? In fact better yet bring your wife along,,she's almost hot,and I'm sure she'd hightail it away from you BOY!!!!! :*"""
2919,0,20120612125009Z,"""Yes, he should of asked politely, ""please stop shagging my daughter"""""
2929,0,20120618201355Z,"""He will be charged with vehicular homicide. He will probably do 18 months in a juvenile facility, and get his record expunged after completing probation."""
2939,1,20120320174257Z,"""you are a fool"""
2949,0,20120610095249Z,"""What you don't know about gulags....check out the history of the Soviet Union.  Warning:  it may disillusion you about communism and Comrade Stalin."""
2959,0,,"""@lltrix@mass murdoch If you're going to call someone either stupid or ignorant, you should probably end the question you ask afterward with a question mark, not a period."""
2969,0,20120619064516Z,"""THIS IS FUCKING PRIMORDIAL!"""
2979,0,20120530110256Z,"""I'll buy the rope so the tax payers don't have to choke up any money. C/W shovel."""
2989,0,20120619011214Z,"""In 1928 the federal government only consumed 12% of the national wealth. Today it consumes more than 40%."""
2999,1,20120612032513Z,"""Ok now your getting silly, which is not a surprise coming from liberals like you"""
3009,0,20120610140734Z,"""To anyone bothering to evaluate Obama on his words and actions, vs. having someone else do the evaluation for them, he has never been anything but a pragmatic centrist.  The problem with such a position is that the extreme left will claim a betrayal to an ideology never subscribed to, the extreme right has made it crystal clear that not only do they consider liberals sub-human criminals but they have no patience for moderates of any stripe, and the overwhelming majority of people who are in the middle are not political wonks and don't have the time necessary to try and figure out the truth through all the spin so they are unfortunately left with the impressions of whatever sensationalist press last got their attention."""
3019,1,20120527211510Z,"""u are a sick moron"""
3029,1,20120528151741Z,"""Honey, you're only getting a taste of your own medicine here. You're one of the biggest internet bullies and a dumb one at that. How many times have you called other girls whores and prostitutes or made racist statements, but, of course, when you do it it's totally something else. May I remind you when you had to publicly apologize to Dawn Yang for the things you said about her and when you called women liars who were raped by a man which you deemed 'too good looking' to rape someone? Don't start your faux feminist shit when you don't have a fucking clue about what it means to respect women. You deserve all the backlash and more because, face it, you're an asshole."""
3039,0,20120619132159Z,"""I know ""temp"" engineers that work for OEMs and they make more than their counterparts, just no beneifts."""
3049,0,20120529214118Z,"""I love swuishing and eating my foot long terds. Call me stinky. That is what everyone else calls me."""
3059,0,20120620055857Z,"""I am not your friend, fool. I am not a slave. I am free. I love the USA. You have have your head up your lower orfice."""
3069,0,20120619015440Z,"""lol, I like you Neil, but you know you just fucked up...right? Minho will not be defeated ;P"""
3079,1,20120529160246Z,"""@cnn-fcbba858f167b1594a66777bca:disqus \n\nYou've got ""islamic apologist"" written all over your face. These people were poisoned, plain and simple."""
3089,0,20120610042259Z,"""fucking sum rich bits should get death sentence because if she did that for 12 yrs she probably violated a child hope not but die bitch"""
3099,0,20120612051737Z,"""I hope you two get in the same situation, enjoy your prison time, murderers."""
3109,1,20120619054835Z,"""FUCK YOU."""
3119,0,20120619025556Z,"""Obama is a friggin idiot, nuff said"""
3129,1,20120320130905Z,"""You are an evil despicable animal, and I'm sure eventually you'll get yours. God has a special plan for vile creatures like you."""
3139,1,20120619170142Z,"""you're an idiot"""
3149,1,20120611222040Z,"""You are not one of us. Fuck off fag"""
3159,0,20120619190019Z,"""@Con_Soul11IsGolfing\xa0FUCK YEAH"""
