,Insult,Date,Comment
1438,1,20120320195056Z,"""You're a liar. I was on that night dealing with\xa0 two of you trolls an hour before anyone showed up.\n\nThis isn't a physical fight here on this screen, you moron. In order for what you say to be the truth, I'd have to sit back and say nothing while others fight for me, and if that were so, you would never have been reading me for some time.\n\nIt's one thing for you to be a liar, but quite something else for you to be a STUPID liar."""
1448,0,20120515195901Z,"""What are you talking about? Zimmerman wasn't police and Obama isn't black."""
1458,0,20120610222751Z,"""vector comming from some-redneck like \xa0you i that it as a compliment. some goes for cslos77 Been call a idiot by a redneck always give me a smile"""
1468,0,20120529013807Z,"""I am sorry to say that California has been cooked for a long time.\xa0\xa0\xa0 That state did not get to the point it is at over nite.\xa0\xa0\xa0 I just pray that it can pull out of the nose dive."""
1478,0,,"""@dale0987654321 @\\'Micah Carter So you\\'re saying those claims are all false...?  I don\\'t know... just from my understanding these are in his book.... but I can be wrong... I\\'m just saying if they are true....should I just assume he\\'s racist?\\n\\nFrom \\'Dreams of My Father\\',""I CEASED TO ADVERISE MY MOTHER\\'S RACE AT THE AGE OF12 OR 13, when I began to suspect that by doing so I was ingratiating myself to whites""From Dreams of My Father, "" I FOUND A SOLACE IN NURSING A PERVASIVE SENSE OF GRIEVANCE AND ANIMOSITY AGAINST MY MOTHER\\'S RACE"".From \\'Dreams of my Father\\', ""The emotion between the races could never be pure..... the THE OTHER RACE (WHITE) WOULD ALWAYS REMAIN JUST THAT: MENACING, ALIEN AND APART""From Dreams Of My Father, ""never emulate white men and brown men whose fates didn\\'t speak to my own. IT WAS INTO MY FATHER\\'S IMAGE , THE BLACK MAN, THE SON OF AFRICA, THAT I\\'D PACKED ALL THE ATTRIBUTES I SOUGHT IN MYSELF.From Dreams Of My Father:""THAT HATE HADN\\'T GONE AWAY,"" he wrote, BLAMING WHITE PEOPLE,- SOME CRUEL, SOME IGNORANT, sometimes a single face, sometimes just a faceless image of a system claiming power over our lives."""""
1488,0,20120611162954Z,"""Too true! Storm of Swords is my favorite by far. It has all the intrigue and action that the first two books builds toward. And yeah, some of the predictions are... scarily accurate."""
1498,0,,"""Because in Bills world he is always right and everyone else who disagrees is a pin head.Or a zealot or a bigot. The man is a boar and bombastic. That sells you say. I will predict that his rein at the top is over, He inadvertently thought that his viewers were so sucked in that they would buy anything he says as gospel. He underestimated his audience badly. It pissed him off that the meek would dare to question his almighty wisdom. There are many people going to be raised up these days to try and prevent the takeover of this county from the rich establishment trying to tell the people what they should do. What we have found out is that most of Fix have the same agenda as the dems,.To be in control! Thats whats going on here. To control the money the masses and the airwaves. Keep you distracted so you wont notice whats really going on. Another Sun Tzu law. Never underestimate your opponent, Big mistake . Tonight they are trying to remind the people their job is to root out the facts. Sorry Bill it wont work with people who see a fix when its in. Trying to say a poll that was flooded by romney people would make it even. Look at all the other polls on these sites that you didnt get to promote on your show. Of course the moneyman would see to it you were""fair""Thats how you make your money. Just step outside for a minute while we kill mitts opposition and when it happens you start talking about all the lies and negative campaigning.Horse feathers. Anybody who isn\\'t for romney sees it very clearly.Hmmm You will know when the next ratings cycle. Because thats what you are to them people. His rating numbers.They mess up that fair and balanced bit and the gig is up. He knows your hot buttons and he pushes them all the time doing what the elite do. Read these boards and laugh at how stupid these folks are. Its easy to get you to do or say anything they want. You are played like a deck of cards and you cant even see it. I am just a voice crying out in the wilderness with the hope at least one person hears me.Have you noticed not one Mormon has desputed the facts about that cult.Make them prove its a lie with sources not neighbors. Ever seen one rebuttal that was fact based. My word is try saith the Lord. Stay frosty.\\n\\n""I warn everyone who hears the words of the prophecy of this book: \\nIf anyone adds anything to them, God will add to him the plagues \\ndescribed in this book. And if anyone takes words away \\nfrom this book of prophecy, God will take away from him \\nhis share in the tree of life.""  (Revelation 22:18,19)(NIV)-BibleGateway\\nin regards to the NIV changes the word. Let not your heart be troubled for these things must come to pass. Do not resist for this is the way it shall be.\\n\\nBrought to you by The Holy Spirit.and you know who.\\n\\n"""
1508,0,20120502155012Z,"""@KeithB18 Isn't he though? ""Someone's talking shit about a unit I've talked shit about. Pure blogging gold."""""
1518,0,,"""@Mineola @Powkat\\n\\nHow \\'bout if some of those ""Catholics"" stood up to their own bishops. ""Catholics"" choose a hierarchical structure that lets bishops speak for them."""
1528,0,20120610152345Z,"""crap. \xa0pic didn't post. \xa0it's mittsy standing on what looks like a kitchen chair giving a speech. \xa0what a fucking dork this clown is."""
1538,0,20120530053455Z,"""What has the picture to do with the possible drowning? Oh editor . . . ."""
1548,1,20120612125913Z,"""I talk about you all the time.\n\nFor instance; Denial is a warm yellow river running down your leg.\n\nDid you forget you have to pee sitting down... Again?\n\n(for the retards in the audience, I am implying that Hanniturd is a woman (yes hanniturd, the retard in the audience is you))"""
1558,0,20120619015229Z,"""What if teapiss and Beckel mated, fat bastard from Austin Powers."""
1568,0,20120610144549Z,"""Regs are weakest ever.  Make believe."""
1578,0,20120620171201Z,"""As did underlying, I think.\nHonestly, the price action doesn't make allot of sense to me, but I 'll certainly take it"""
1588,1,20120610063935Z,"""not a slave tho you idiot internet racists"""
1598,0,20120529223046Z,"""I do not think for a moment they would be a contender in the west. &nbsp;Central, sure."""
1608,0,20120620033847Z,"""Fuck you Google."""
1618,0,20120529074143Z,"""s\xed lo predica el hermano rock you!"""
1628,1,20120620161449Z,"""Hey right wing moron ""You Kidding Me"", you're the cutest little GOP whine baby on this forum."""
1638,0,,"""Flynn started two games in the NFL.  His other game was a very good game in a loss to NE.\\n\\n """
1648,1,20120619044833Z,"""Hate that fucking asshole moron"""
1658,0,20120515133005Z,"""Have your eyes examined cause you are blind."""
1668,1,20120320170530Z,"""<I>[Juries are made up of people in the community who do not like to see \nstudents beat up for exercising their First Amendment rights of Free \nSpeech and Assembly.]</I>\n\nExcept that's now what happened, you little shit-stirring fruit-loop. You also fail to mention that juries are usually made up of people who are generally civic minded and respectful of the legal process, so they aren't usually sympathetic of little assholes who merely wish to engage in physical confrontations. Now why don't you stop making a pest of yourself and get a real job?"""
1678,0,20120610155842Z,"""""The al Qaeda affiliate in Somalia has mocked the new $33 million bounty on its top leaders heads by offering its own bounty for President Obama and Secretary of State Hillary Clinton \u2013 10 camels for Obama and 20 chickens for Clinton.\n \n""Anyone who helps the Mujahideen find the whereabouts of Obama and Hillary Clinton will be rewarded with 10 Camels to the information leading to Obama and 10 hens and 10 cocks for Hillary,"" said senior Shabaab commander Fuad Mohamed Khalaf in a statement reported on numerous websites"".\n\nCould I have my camels steamed Arby-style, please?"""
1688,0,20120530022842Z,"""Please Ian, come through with a hit."""
1698,0,20120612001413Z,"""I just can't imagine what took the Justice Department so long.\xa0 The laws on this are clear.\xa0 Florida doesn't have a chance in court."""
1708,0,,"""Don't worry mate - Cowell's 15 minutes are almost up."""
1718,1,20120529020810Z,"""like your mom"""
1728,1,20120529172509Z,"""W T F are you ranting about adolf?"""
1738,0,20120611173720Z,"""NO MORE government jobs, no more subsidies, no more health benefits, no medicare, social security, etc."""
1748,0,20120611082112Z,"""nigga fuck u t-bone nd who eva else come to chicago and yo ass gne be on a shirt..swerve 075 hitsquad"""
1758,0,20120515210605Z,"""You're really not helping your cause."""
1768,0,20120528185148Z,"""Not the hurricane though you can keep that lol"""
1778,0,20120620154955Z,"""Republicans are disrespectful and really don't care about the American people....this has nothing to do with F&F.  They really just want to make the President look bad.  Their are real issues out that to focus on!!!"""
1788,0,20120620061548Z,"""fuCk . i love this brand gibson"""
1798,1,20120618210854Z,"""suck my dick bitches"""
1808,0,20120619210539Z,"""he can fuck me anytime!! i'll do whatever he wants"""
1818,1,20120611164700Z,"""oh poor you...you are judged for being black...then poor me, I have to listen to your whiny black azz"""
1828,0,20120611195432Z,"""Updates may be slow, but atleast you have a REASON to update.. not just for a facebook integration. And iOS is small and doesnt have much that in it, except the apps. So its obvious updating is easy.\n\nAnd I can always but custom rom with android 4.0 on my phone, so android wins again! ;]"""
1838,0,20120611201444Z,"""pmendez cited, as proof of his point that Keynesian economics does not work, an article in Wikipedia, which is prefaced by ""This article needs attention from an expert on the subject. Please add a reason or a talk parameter to this template to explain the issue with the article.""\n\nIn other words, what we're seeing here is conservatives parroting other conservatives' baloney.\n\nPlease, show me just one fact used by conservatives."""
1848,0,20120620044933Z,"""lol watching so much baseball before bed has been giving me weird dreams. Last night I dreamed I got called to play left field for the rangers. haha considering i'm right handed, 5'4 and ... a girl. I don't think that would work out well but it was AWESOME."""
1858,0,20120528192229Z,"""@Beer\xa0 Doomsday peppers are like zombies, it only takes one and you're fucked."""
1868,0,20120620121438Z,"""Is English your second language?"""
1878,1,20120529230233Z,"""have you been living under a rock kaden?"""
1888,0,20120620031419Z,"""I can feel sorry for you both. I am a child of God , just as you are and I do not hate you, but I do feel sorry for you ,because I feel so much hate in your words. Very Sad ."""
1898,0,20120530111842Z,"""Yep, I know you are a beach baby! X"""
1908,0,,"""What a terrible woman, she has no idea how childish she sounds. Not to mention, she thinks she is far better looking than she is. She looks like a very rough pre  op trannie.  Why are these people never infertile? Not that I'd wish that on anyone, but you have to wonder what future generations will be like if things like this are allowed to breed!"""
1918,0,20120618234618Z,"""ecolax is stupid\ndo you wanna be better or have cleaner balls\nthey are nott grippy wat so ever\nthat noise is just to make you not hear what they do"""
1928,0,20120527214406Z,"""I see Celtics fans are having a Hate the Heat orgy here but watch you guys disappear at the end of the game."""
1938,0,20120620015746Z,"""OK Whitey. Have a good night."""
1948,0,,"""Is ""The Five"" shot on location in an old folks home? \\xc2\\xa0I think they were pretty bang opinion-wise, but geez!\\n\\n\\nComing up next on The Five, ""Teenagers on Skateboards - Scary or Silly?"". \\xc2\\xa0But before that, we\\'ll remember the good old days by talking about how television in the 50\\'s was more wholesome than it is today."""
1958,0,,"""Liberals just cannot stand the idea that their main outlet MSNBC has ratings somewhere way behind re-runs of Lassie.\\xc2\\xa0 Try as they may...\\xc2\\xa0 with a mighty huff and puff from Media Matters, they cannot blow away Fox, no matter what they do."""
1968,0,20120612140337Z,"""I'm giving up with you now. Lying and Perverting the course of Justice are two completely different things which can't be used interchangably - it doesn't even matter what you say unless you are under arrest at the time as it is the actual arrest that gives them the power to repeat what you have said in court. As in ""You do not have to say anything, but it may harm your defence if you do not mention something you later rely on in court. anything YOU DO SAY may be taken and given in evidence"". So unless the passengers were arrested for your non-existant crime and then agreed to give a statement against the driver who was doing them a favour, who would then subsequently have to have admitted all wrongdoing in front of a judge.\n\nIt isn't more likely than I think, it's probably even less likely than I think"""
1978,0,20120612050741Z,"""No, I have no family. I was the product of immaculate conception.\n\nMaybe I'd do exactly what he did, but I abide by the rules of civilized society and would accept the consequences of killing another person"""
1988,0,20120619175704Z,"""I get how this works.  You work with Congress unless it won't do what you want, in which case you simply decree your will.  You are a child if you don't understand what's wrong with this."""
1998,0,20120612015949Z,"""ha ha ha now that's funny thanks for the unwanted promotion timb0707 btw have you seen that movie called ""sucker-punch""? yeah kinda had a feelin that you'd like that one heat in six book it! karlovvvv"""
2008,0,,"""Why don't schools worry about teaching instead of dumbs**t. For real, aren't our childrens educations suffering enough with every hippie retard in the world making it worse? You freaks and you dainty feelings whining cause your parents whipped your little bad ass when u deserved it are screwing the whole thing up. """
2018,0,20120502171157Z,"""Pitbulls are not banned in broward county, Put one inside your bussiness and wait for the stupid maggot to be pleseantly surprised by fido."""
2028,0,20120609213709Z,"""amazing eh? talk about gaining experience and considering last year in college he probably only played 25-30 games pretty incredible"""
2038,1,20120320152302Z,"""you really are a complete moron, yo must be one of those incompetent welfare leeches who does nothing but put a drain on every hard working person in this country. Cut the cord, do something with your pathetic life."""
2048,0,20120529233723Z,"""getting your face ate off"""
2058,0,20120527164037Z,"""THATS OK..IF I GET IN TROUBLE THERE WILL BE MILLIONS WORSE OFF....I'LL LOOT WITH THE BEST OF EM"""
2068,0,,"""What an honor to be able to see you so 'up close and personal' .............. I will be counting the sleeps,  If I had a tail ..................... I would wag it  :-)"""
2078,0,20120528120219Z,"""What did they expect when they ask miming quees "" Ms.Cole"" to appear.  Did they think the rating was going to improve. I just think the judges  arent very good and people are getting bored of these talent shows. Its  the same thing over and over again."""
2088,0,20120619055420Z,"""It's a quote people...chill the fuck out -.-"""
2098,1,20120619161101Z,"""Hey moron ""William Reynolds"", impeach YOURSELF and then go kiss a Muslim like your hero Bush."""
2108,0,,"""Oooooooo, they might get Michael More on us. Great! He's about due for a stroke/coronary about now anyway. If Fox caused it, even better. Besides, isn't he a one percenter with his mansion and big ass-ets? """
2118,0,20120515122956Z,"""How old are you?"""
2128,1,20120619013621Z,"""Another worhless post from a worthless person."""
2138,0,,"""The thing that realy scares me, is that we (and by we i mean our security services) have to be lucky 100% of the time. scum like this only have to get lucky once. And how do the Goverment respond? they open our borders to the world and let thoughs who hate us hide behind the (in)-human rights act. Time we acted a bit more like the U.S.A and remove or lock up for life. And i mean LIFE,  ANYONE who wishes to do us harm."""
2148,0,,"""@Lost Ones Did you see the interview? It was pretty good, he sort of shocked those guys back in the studio when he said that. They asked, ""we know you have the best record but are you the best team in the west?"" He answers, ""I think we\\'re the best team in the league."" """
2158,0,20120528093615Z,"""Whops, I meant to say how CA EDD HASN'T screwed the pooch.. because they have, big time."""
2168,1,20120320191948Z,"""you're a f-ing pos aren't you? \xa0weak pathetic loser liberal turd. I suppose you kept your virginity until you were married right? or maybe you are still a virgin a s. e x. scares you.... \xa0maybe you are just a perfect holy roller, oh wait that can't be because YOU think holy rollers are all republicans... hmmmm \xa0ok I'll bet you are just an id iot."""
2178,0,,"""The FBI,CIA,DOJ let 6 gaylords bury this country, Thet suck hot dogs"""
2188,1,20120515211037Z,"""LOL And you eat hot dogs (cow rectums).  LOL"""
2198,0,,"""@smlombardi http://t.co/oJNGIj8g"""
2208,1,20120320211717Z,"""you are a asshole for putting addicts down!!! why bash us!!! at least we have an excuse wats urz jackass!!!!!!!!!!!"""
2218,0,20120618222716Z,"""WE ALL KNOW THEM JESUS FREAKS ARE THE BIGGEST FREAKS IN THE WORLD! (SEXUALLY)"""
2228,0,,"""money diggin bitch !! she looks like a rat"""
2238,1,,"""Moronic statement pea brain.  There is no pledge to be respectful to the commander in chief.  I was still in, am retired, when that trash just about starved us out of the military\\xe2\\x80\\xa6\\xe2\\x80\\xa6that was after voting for him. \\n\\n\\nClueless libtard."""
2248,0,20120620163137Z,"""Ah, but when you go into the PS you don't have to option or DFA the guys you aren't going to use. You just don't use them, and they're still available to you for trades in the off season, when the type of players we've got to spare will have better trade value."""
2258,0,20120620165847Z,"""The only fun games for Kinect are Dance Central or some mindless party game when you have people over and you are all drinking.  Nothing else about Kinect is fun."""
2268,1,20120320170009Z,"""You are such a creep.\xa0 Go back to cooking."""
2278,0,,"""Envy is not an American Value.\\n\\n\\n\\nI saw the article as well as others talking about obama\\'s budget \\ncontaining roughly $2 trillion dollars in new taxes and fees.\\xc2\\xa0 It got me\\n thinking about how many billionaires we\\'d have rape to pay that - yes \\nrape is the correct word; forcibly taking from people who\\'d legally earned\\n the money they were still supposedly allowed by law to own.\\xc2\\xa0 \\n\\n\\n\\nIf we took every single copper penny from how many billionaires....how \\nmany would it take to come up with a total equivalent to the $2 trillion\\n dollars.\\xc2\\xa0 So I started adding up the wealth as reported in Forbes 400 \\n""The Richest People in America"".\\xc2\\xa0 It\\'s more than I counted.\\n\\n\\n\\nIf we took every single penny of money from America\\'s top 114 wealthiest\\n Americans, we would only make it up to $1 trillion dollars.\\xc2\\xa0 That \\nsounds like a very few number of people totaling a very large amount of \\nmoney.\\xc2\\xa0 But what if we doubled the number of billionaires to, say, 227?\\xc2\\xa0\\n That would only take the total to just under $1.3 trillion dollars \\n(we\\'re down to the just barely billionaires at that point).\\n\\n\\n\\nSo I guess the point I\\'m trying to makes is if obama was able to \\nredistribute the total wealth of the top 227 richest people in America, \\ntook every single penny they owned, it still would be almost a trillion \\ndollars short of the amount of taxes and fees he is asking to levy onto \\n""the richest people in America"", those ugly ""millionaires and \\nbillionaires"".\\xc2\\xa0 Folks, where do you think the other trillion is coming from?\\n\\n\\n\\nEnvy is NOT an American Value.\\xc2\\xa0 I would have loved to have been born \\ninto one of those rich families; or have come up with the neatest widget\\n craze; or started a software revolution in my garage.\\xc2\\xa0 But I didn\\'t - \\nand I hold no grudge against those who did.\\n\\n\\n\\nThose top 227 rich people didn\\'t steal that money from me and I damned \\nsure don\\'t want it stolen from them under the guise of redistributing it\\n for the good of others."""
2288,0,20120612053514Z,"""noone forced you to stay there when the burnouts were happening"""
2298,0,20120610095452Z,"""Problem is we are loosing our choices due to beurocracy. islamisten do not have a bureaucracy they just act and organize later boy we are killing ourselves and we dont knowit"""
2308,1,20120618215730Z,"""You need to shut your pie hole and go away. You suck."""
2318,0,,"""\\xc2\\xa0Its a good thing the Republicans are licking Obama's feet."""
2328,0,20120611183252Z,"""STFU, Cause you are not talking to Roger and Roger definetely didn't make those comments. Those comments were made by some random idiot who made up a fake twitter account or some random idiot who hacked into Roger's twitter account. Do you really think a man of Roger's position will make those hatefull coments ?"""
2338,0,20120529163813Z,"""Have any one ever seen dude in a fuck flick? \xa0I wonder if he fucks around or not. \xa0All I see him in are jerk off flicks."""
2348,0,20120530140519Z,"""Go Rox!....Make it 3 in a row tonight!"""
2358,0,20120620172835Z,"""Amen.  Now that problem is solved."""
2368,1,20120515202649Z,"""Smacked by who? You coonass boys sure are corny."""
2378,0,20120612134742Z,"""Aw, but it says ""Centre"" right on the outside in big red letters!\n\nOf course it's only called that because Rogers owns the team, the stadium, and the TV empire that broadcasts the games. Normal people still call it Skydome."""
2388,0,20120611204000Z,"""Kwaartz - do yourself a favor.  Go to Africa and look at the cultural achievements there  before the white man came: no wheel, no reading or writing, no bridges, no buildings other than mud huts that look like bird nests.\n\nThen tell me if you are proud of your African culture. Far better to be proud of US culture methinks."""
2398,0,20120530004008Z,"""""A man threw his intestines at police.""\n\n""And rectum?""""No, they survived, but he wasn't doing so good.""\n\nOkay, I'll stop now."""
2408,0,20120619020437Z,"""I assume that you are trolling? I can't see any other reason for your post."""
2418,0,20120619202108Z,"""Yet you know Mama Manzo is, even though Mrs Juicy had a co-writer the fact is, she STILL has three books out she was still on Celebrity Apprentice, she is all over these tabloids, she is popping up all over, what does Mama Manzo have, Black Water and three kids laying around eating all day and their gay man servant and family that wants her shipped off to lower Slobovia"""
2428,0,,"""Would someone please send this guy a blow up doll of Obama with a 55 gallon drum of KY and be done with it . . .\\n\\n\\xe2\\x80\\x9cI\\xe2\\x80\\x99m doing fine\\xe2\\x80\\x9d\\n\\n\\n\\n- President Obama to Northern Virginia Community College students.\\n\\n\\n\\nFebruary 13, 2012\\n\\n\\n\\nDear President Obama,\\n\\n\\n\\nI\\xe2\\x80\\x99m happy to hear that the Obama family are doing well economically.\\xc2\\xa0 Thats good.\\xc2\\xa0 That\\xe2\\x80\\x99s how America is supposed to work.\\xc2\\xa0 You worked hard.\\xc2\\xa0 You sat in the church listened to every one of Reverend Writes sermons that attacked the nation that you are now the President of.\\xc2\\xa0 Rose through the ranks of Chicago politics and still smell like a fresh bar of Irish Spring.\\xc2\\xa0 That\\xe2\\x80\\x99s impressive.\\xc2\\xa0 The wife got a nice cushy job.\\xc2\\xa0 You got elected after you politically knocked off your opponent, he should be happy he\\xe2\\x80\\x99s still breathing, then you made it all the way.\\xc2\\xa0 I\\xe2\\x80\\x99m leaving out the sweet heart mortgage and the the whole Roland Burris/Blagoiavich thing because it\\xe2\\x80\\x99s all a little sordid, and I\\xe2\\x80\\x99m not in the mood.\\xc2\\xa0 It is Valentines day:)\\n\\n\\n\\nIs this the new American dream?\\xc2\\xa0 Must be.\\xc2\\xa0 But I don\\xe2\\x80\\x99t see how most Americans can access it?\\xc2\\xa0 Where should one go to school to learn how to be a self hating rich person that pleas with the populace to raise their taxes only to avoid the appearance of wealth to forestal the masses from knocking down your door.\\xc2\\xa0 I\\xe2\\x80\\x99d like to think if I had money I would give a lot of it away to good people, and good causes.\\xc2\\xa0 I\\xe2\\x80\\x99d like to think that I would not be the person that would use that wealth unwisely and selfishly like you and Mr. Buffet do.\\xc2\\xa0 You people selfishly convince others to use their money to obtain your political goals all the while claiming that your motives are pure.\\xc2\\xa0 Really?\\xc2\\xa0 How pure can ones motive be when they advocate for abortion and delving into the private relationship between Man and God?\\xc2\\xa0 What ever happened to the separation of Church and State?\\xc2\\xa0 Oh I forgot.\\xc2\\xa0 Religion can\\xe2\\x80\\x99t be in the public square, unless your muslim, but government can infiltrate our churches and synagogues.\\n\\n\\n\\nYour motives are not pure at all.\\xc2\\xa0 Recently the feds have even gone after fresh milk production.\\xc2\\xa0 Even cows aren\\xe2\\x80\\x99t safe from rich people like you and Mr. Buffet and Mr. Soros.\\xc2\\xa0 What do you rich people have against milk?\\xc2\\xa0 Are you afraid we\\xe2\\x80\\x99ll riot if we run out of it?\\xc2\\xa0 I wonder forty years from now we will not have to wonder why there isn\\xe2\\x80\\x99t enough milk.\\xc2\\xa0 All we will need to do is look in the Smithsonian.\\xc2\\xa0 There will be two heifers, stuffed, the plaque will read, \\xe2\\x80\\x9cThese cows were too productive!\\xc2\\xa0 Nien!\\xc2\\xa0 This must not happen!\\xe2\\x80\\x9d\\xc2\\xa0 Will we one day have a museum with stuffed rich people too?\\xc2\\xa0 We tried that it only leads to a nightmare.\\xc2\\xa0 Money is like manure it is no good unless it is spread.\\xc2\\xa0 When it is spread it tends to grow thing like grass for cows to eat, so they can make something called milk.\\xc2\\xa0 Capital also creates businesses that hire employees that pay taxes and use their money to do things like take vacations and go on hunting trips with their friends.\\xc2\\xa0 Regardless, if we can\\xe2\\x80\\x99t even speak up for the cows, who can we speak up for?\\n\\n\\n\\n:)\\n\\n\\n\\nRespectfully,\\n\\n\\n\\nJoe Doakes"""
2438,0,20120610142245Z,"""So Ladd you are not at working writing on this blog, from a government owned computer, on taxpayers time or using a taxpayer paid internet service?"""
2448,0,,"""your wife is a loon,mick wont give her the attention she wants so she kicks off a bit like a a child who doesnt get their own way she likes to be the centre of attraction grow up"""
2458,0,20120528234444Z,"""Let's see your girl's set."""
2468,1,20120609231442Z,"""fuck off, fucking pathetic bitch, too much to say for yourself.google it."""
2478,1,20120529044734Z,"""Decapitate? \xa0The helmet hit him in the ass...where ""your"" head is!"""
2488,1,20120503011159Z,"""They can buy and they can apply for residency just like any other person. So shut up you ignorant fool."""
2498,1,20120610061825Z,"""he weak ass fuck"""
2508,0,,"""@Afrika Bambaataa @skywaker9 (David) Portland will win by 10."""
2518,0,20120527182331Z,"""""KEVIN DURANT IS TOO SKINNY""\n\nSHAQ"""
2528,0,20120529100821Z,"""Yep, it's pretty std with liberals. \xa0When they've been shown wrong, the insults start flowing. \xa0When it happens, it just confirms I'm right and they are wrong."""
2538,0,20120527211339Z,"""Thank you, AGuyCommenting, for your kind response."""
2548,0,,"""I'm probably being a cynical minny here but, doesn't the guitar start just a split second before she moves her fingers?\\n\\n """
2558,0,20120619001933Z,"""banks are, in general, fucked."""
2568,0,20120619091734Z,"""Workin on that.  Apparently we can't trust the jokers in power now, Congress, courts, or Chief"""
2578,0,20120610085708Z,"""I am sorry Mr Ramsey, your race card has been declined - you are over your limit."""
2588,0,20120620075152Z,"""Holy shit I didn't know you could freeze a .gif like that. And I am agreeing that the lack of animation is better."""
2598,0,,"""Good write up, but don't you \\nthink the north caused this on all of us. They are the ones who's quick \\nto rally round their own despite their evil hearts and devices. On \\nmonday, two muslims were sentenced to death by hanging for murdering a fellow\\n moslem, what all the Almajiris could comment is that Mustapha deserves \\nnot to die. Meaning: The Yoruba Muslim is not relevant as long as he is \\nnot Hausa-Fulani; those Mustapha killed are not relevant since they are \\nnot Hausa-Fulani even if they are Muslims. Please remind me - How many \\nnorthern leader or elite has raised a voice against the despicable, \\ndivisive, corrupt and horrible governments of IBB and Abacha who broke \\nNigeria's virginity and destroyed her innocence? None, I suppose. As \\nlong as they are Hausa-Fulani, they can do no wrong! However, that is \\nnot to say I don't get some of your points. When Tambuwal and the \\neasterners plotted against a Yoruba speaker ship and trampled on any \\nidea of change in the senate leadership since it's still North/Easterner\\n thing, GEJ never gave a hoot. 4geting so soon it was the Yorubas \\n(Bakare and co) who protested and insisted that Jonathan be made acting \\npresident. He also forgot the Yoruba-man (Obasanjo) who took all bullets\\n into his vests in other for him to emerge president against the \\npower-deprived northern gluttons who would easily have devoured him. \\nIt's so convenient to forget, but we are waiting. Waiting... and I know \\nit won't take long before even the easterners begin the \\n'marginalisation' song all over again. And then, we will re-tell the \\nstory."""
2608,0,20120610114905Z,"""I love your new attitude and you're so right...we need to put ourselves and our health first just like we do with our children. So proud of you!!!"""
2618,0,20120503040636Z,"""How do you make a plumber cry?\n\nYou kill his family."""
2628,1,,"""No matter how hard you try, your_nasty existance is still not normal."""
2638,0,,"""Given the propaganda that could choke a seal these days, i wonder why this wasn\\'t spun with the ""toxic sugar"" story that is sliming its way through the social psyche... Instead of ropes, we should gives these convicted killers unrestricted free access to the white stuff, that is, sugar. Given the propaganda, these lost souls will die protracted and painful, entirely avoidable deaths... seems like good enough punishment, if you\\'re a propaganda cow, chewing on your propaganda cud.\\n\\nWhat is ACTUALLY happening is a series of unannounced and clandestine public polls most of which are probably commissioned in boiler rooms by our leaders-that-ought-to-actually-be.\\n\\nI\\'m sorry for your loss Boisvenu, truly sad... however, when a professional such as him can\\'t separate emotion from logic and work from home, i question his fitness to do his job, irregardless of apologies or cognizance of his mistake. He is emotionally compromised and lacks the integrity (no fault of his own) to carry out the requirements of his position and he should be relieved of his duty and replaced by someone with integrity intact.\\n\\nTo Harper and our other leaders-asleep-on-the-pot, DO YOUR JOBS AS PROFESSIONALS, NOT SCOUNDRELS. If you want to know how Canadians feel ask us, don\\'t manipulate us and marginalize us. A time is FAST APPROACHING where Canadians will unite and tell their \\'leaders\\' the quality of life and ethical standards in this country will not fall any lower, will not sink to new depths. We will collectively draw a line in the sand, and we will expect our leadership to listen.... OR.... we will rewrite THEIR laws to incarcerate THEM.\\n\\nLISTEN TO THE PEOPLE; don\\'t manipulate and hurt, or your actions will come home to roost."""
2648,1,20120620174659Z,"""Lick it clean, turd-breath."""
2658,0,,"""how ironic that the fantasy of liberalism would collapse under the watch of your hand-picked messiah.....Obama wasn't your savior after all......... he was trigger man for the end of progressive lunacy forever\\xc2\\xa0\\n\\ncarter damaged liberalism for decades, bobo may have given it it's final blow........one thing for sure, we won't ever vote for a left-wing liar with a muzzlim name again....ever!\\xc2\\xa0"""
2668,0,20120619153522Z,"""Sorry BM but as long as Rogers owns the Jays they're going to run this club on the cheap.\nThat means nothing but bottom feeder payrolls in the $70 million range.\n\nRogers makes billions but they won't put the money into this team to make it competative.\n\nThat's just the way Rogers operates."""
2678,1,20120619050546Z,"""You mean like stealing identity such as you are now? Not hardly troll! FLAGGED FOR FAKE SHITT!"""
2688,1,20120611185252Z,"""and you are a idiot.... I hope and pray you never responsible to protect any child especially a four year old.. in this event where one decides to hurt or possibly kill a child he has already signed his own death warrant...."""
2698,0,20120619042542Z,"""if you have an adopted mother must you also have an adopted daddy.\xa0 Maybe you just pick the most prestigeous step mom your dad collects\nwho says the rich are different?"""
2708,1,20120610072822Z,"""dont worry how i sound u bitch made faggot ass nigga"""
2718,0,20120530143221Z,"""well then stop having a go at me, one of the few people here defending NHS doctors/dentists."""
2728,0,,"""hahah it says donate over 30 times"""
2738,0,20120530000113Z,"""haters are just fans in denial.."""
2748,0,20120530073106Z,"""I know more intelligent fans of the Timberwolves than intelligent fans of the Heat. Those people are clueless for the most part."""
2758,0,,"""they have a right to be gay since they choose to be, they dont have a right to trample our countries heritage to match they perver ted lifestyle\\n"""
2768,0,20120516002031Z,"""LET ME HELP YOU GET YOUR ANGER OUT"""
2778,0,20120611172417Z,"""Norway is a proud nation, what war crimes did they commit?"""
